,gender,Annual_income,income_type,Education,family_type,house_type,DAYS_BIRTH,working_day,work_phone,phone,email,occyp_type,begin_month,car_reality,credit
23585,M,162000.0,1,4,Married,House / apartment,-24507,0,0,0,0,none,-20.0,2,2.0
24171,M,162000.0,4,4,Separated,House / apartment,-15973,-3590,1,1,0,none,-10.0,1,2.0
17268,M,166500.0,1,4,Civil marriage,House / apartment,-21031,0,0,0,0,none,-19.0,1,2.0
22911,M,166500.0,4,4,Married,House / apartment,-18926,-6276,1,1,0,Laborers,-35.0,1,2.0
3409,M,180000.0,0,1,Civil marriage,House / apartment,-19365,-243,0,0,1,Laborers,-50.0,0,0.0
26241,M,180000.0,0,1,Married,House / apartment,-10958,-1945,1,1,0,Sales staff,-8.0,1,2.0
14979,M,180000.0,0,3,Married,House / apartment,-10940,-2483,1,0,0,Laborers,-22.0,0,0.0
17604,M,180000.0,0,3,Married,House / apartment,-10940,-2483,1,0,0,Laborers,-22.0,0,1.0
9304,M,180000.0,0,4,Married,House / apartment,-17975,-3476,0,0,0,Drivers,-32.0,2,0.0
16827,M,180000.0,0,4,Married,House / apartment,-16244,-8206,0,0,0,Core staff,-17.0,2,0.0
12950,M,180000.0,0,4,Married,House / apartment,-15988,-1994,0,1,0,High skill tech staff,-25.0,2,2.0
21283,M,180000.0,0,4,Married,House / apartment,-15790,-1939,0,0,0,Drivers,-17.0,2,2.0
23969,M,180000.0,0,4,Married,House / apartment,-10271,-1629,0,0,0,Laborers,-12.0,1,1.0
13530,M,180000.0,0,4,Married,Municipal apartment,-14781,-2443,0,1,0,Laborers,-29.0,0,1.0
21050,M,180000.0,0,4,Married,Municipal apartment,-9810,-2993,1,0,0,none,-36.0,1,2.0
7258,M,180000.0,0,4,Separated,House / apartment,-12494,-978,0,0,0,Laborers,-21.0,1,2.0
20250,M,180000.0,1,4,Civil marriage,House / apartment,-24780,0,0,0,0,none,-50.0,2,2.0
23680,M,180000.0,1,4,Civil marriage,House / apartment,-23289,0,0,1,0,none,-22.0,2,2.0
10215,M,180000.0,2,1,Married,House / apartment,-10091,-643,0,0,0,High skill tech staff,-47.0,2,2.0
22195,M,180000.0,2,1,Married,House / apartment,-10091,-643,0,0,0,High skill tech staff,-43.0,2,2.0
14989,M,180000.0,2,4,Civil marriage,House / apartment,-9208,-2494,0,0,0,Laborers,-11.0,1,2.0
877,M,180000.0,2,4,Married,House / apartment,-12240,-4663,0,0,0,Core staff,-24.0,1,2.0
24796,M,180000.0,2,4,Married,House / apartment,-9570,-2620,0,0,0,Drivers,-45.0,2,1.0
22762,M,180000.0,2,4,Married,House / apartment,-9570,-2620,0,0,0,Drivers,-20.0,2,2.0
14816,M,180000.0,2,4,Single / not married,House / apartment,-10294,-1992,0,0,0,Laborers,-51.0,0,2.0
19829,M,180000.0,2,4,Single / not married,House / apartment,-10294,-1992,0,0,0,Laborers,-38.0,0,2.0
24543,M,180000.0,4,1,Married,House / apartment,-21753,-4540,0,0,0,none,-43.0,2,2.0
22468,M,180000.0,4,1,Married,House / apartment,-21753,-4540,0,0,0,none,-15.0,2,2.0
4662,M,180000.0,4,1,Married,House / apartment,-14082,-1800,0,0,0,Managers,-39.0,2,2.0
16741,M,180000.0,4,1,Married,House / apartment,-14082,-1800,0,0,0,Managers,-39.0,2,2.0
25954,M,180000.0,4,1,Married,House / apartment,-14082,-1800,0,0,0,Managers,-39.0,2,2.0
10852,M,180000.0,4,1,Married,House / apartment,-10472,-2996,1,0,1,Managers,-8.0,1,2.0
9544,M,180000.0,4,1,Married,With parents,-15670,-1654,0,0,0,Cooking staff,-35.0,1,1.0
21121,M,180000.0,4,1,Married,With parents,-15670,-1654,0,0,0,Cooking staff,-22.0,1,2.0
19266,M,180000.0,4,1,Married,With parents,-11089,-1467,0,0,0,Laborers,-18.0,2,2.0
22525,M,180000.0,4,1,Married,With parents,-11043,-2087,0,0,0,Drivers,-35.0,1,1.0
24710,M,180000.0,4,2,Married,House / apartment,-17146,-5680,0,1,0,Laborers,-44.0,1,0.0
25950,M,180000.0,4,2,Married,House / apartment,-12463,-2170,1,0,0,Laborers,-32.0,1,1.0
13195,M,180000.0,4,3,Married,House / apartment,-10581,-1692,1,0,0,none,-52.0,1,2.0
23720,M,180000.0,4,3,Married,House / apartment,-10581,-1692,1,0,0,none,-38.0,1,2.0
20638,M,180000.0,4,3,Married,Office apartment,-16235,-4123,1,0,0,Managers,-17.0,0,1.0
6989,M,180000.0,4,3,Single / not married,House / apartment,-11988,-2495,0,0,0,Laborers,-34.0,2,2.0
11731,M,180000.0,4,4,Civil marriage,House / apartment,-17386,-3503,0,0,0,Laborers,-13.0,0,1.0
26188,M,180000.0,4,4,Civil marriage,House / apartment,-14450,-3243,0,0,0,none,-1.0,2,1.0
17221,M,180000.0,4,4,Civil marriage,House / apartment,-13059,-4813,0,0,0,Laborers,-60.0,2,2.0
3333,M,180000.0,4,4,Civil marriage,House / apartment,-13059,-4813,0,0,0,Laborers,-49.0,2,0.0
5024,M,180000.0,4,4,Civil marriage,House / apartment,-13059,-4813,0,0,0,Laborers,-25.0,2,0.0
23242,M,180000.0,4,4,Married,House / apartment,-21684,-2422,0,0,0,Drivers,-20.0,2,2.0
21029,M,180000.0,4,4,Married,House / apartment,-20014,-249,1,1,0,Security staff,-36.0,2,2.0
20593,M,180000.0,4,4,Married,House / apartment,-19565,-3246,0,0,0,none,-49.0,2,1.0
24415,M,180000.0,4,4,Married,House / apartment,-19408,-4553,0,1,0,Laborers,-58.0,1,2.0
20908,M,180000.0,4,4,Married,House / apartment,-19408,-4553,0,1,0,Laborers,-35.0,1,2.0
25001,M,180000.0,4,4,Married,House / apartment,-19291,-4967,1,1,0,Laborers,-47.0,0,1.0
15004,M,180000.0,4,4,Married,House / apartment,-17158,-2990,0,0,0,Sales staff,-14.0,2,2.0
16516,M,180000.0,4,4,Married,House / apartment,-16032,-1221,0,0,0,Drivers,-3.0,2,0.0
25894,M,180000.0,4,4,Married,House / apartment,-16032,-1221,0,0,0,Drivers,-3.0,2,0.0
21736,M,180000.0,4,4,Married,House / apartment,-15212,-1267,0,0,0,Drivers,-52.0,2,2.0
19323,M,180000.0,4,4,Married,House / apartment,-15153,-3143,1,1,0,Laborers,-18.0,1,0.0
7631,M,180000.0,4,4,Married,House / apartment,-14362,-288,1,1,0,Laborers,-40.0,0,1.0
17807,M,180000.0,4,4,Married,House / apartment,-14243,-3535,0,0,0,Laborers,-52.0,0,2.0
4120,M,180000.0,4,4,Married,House / apartment,-14192,-824,1,1,0,High skill tech staff,-23.0,2,2.0
25035,M,180000.0,4,4,Married,House / apartment,-14192,-824,1,1,0,High skill tech staff,-23.0,2,2.0
25642,M,180000.0,4,4,Married,House / apartment,-14192,-824,1,1,0,High skill tech staff,-23.0,2,2.0
14680,M,180000.0,4,4,Married,House / apartment,-12917,-1766,1,0,0,Sales staff,-60.0,2,2.0
16338,M,180000.0,4,4,Married,House / apartment,-12917,-1766,1,0,0,Sales staff,-47.0,2,2.0
23778,M,180000.0,4,4,Married,House / apartment,-12604,-2620,1,1,0,Managers,-26.0,2,2.0
20798,M,180000.0,4,4,Married,House / apartment,-12488,-747,0,0,1,Laborers,0.0,2,1.0
16831,M,180000.0,4,4,Married,House / apartment,-11498,-4491,0,0,0,none,-24.0,1,2.0
26174,M,180000.0,4,4,Married,House / apartment,-11222,-1386,0,0,0,Drivers,-42.0,2,2.0
7021,M,180000.0,4,4,Married,House / apartment,-10640,-1494,1,1,0,Laborers,-22.0,1,2.0
14040,M,180000.0,4,4,Married,House / apartment,-10376,-126,0,1,0,Drivers,-13.0,1,2.0
24719,M,180000.0,4,4,Married,House / apartment,-10376,-126,0,1,0,Drivers,-13.0,1,2.0
5120,M,180000.0,4,4,Married,House / apartment,-9930,-2324,0,0,1,Laborers,-56.0,0,1.0
25439,M,180000.0,4,4,Separated,House / apartment,-17965,-218,0,0,0,Laborers,-17.0,1,2.0
24256,M,180000.0,4,4,Single / not married,House / apartment,-19307,-603,1,1,0,Laborers,-9.0,2,2.0
20188,M,180000.0,4,4,Single / not married,House / apartment,-14887,-1711,0,0,0,Laborers,-14.0,2,2.0
10872,M,180000.0,4,4,Single / not married,House / apartment,-11801,-2877,1,0,0,Drivers,-25.0,1,2.0
16033,M,180000.0,4,4,Single / not married,House / apartment,-10809,-2334,1,0,0,none,-8.0,1,1.0
16072,M,180000.0,4,4,Single / not married,House / apartment,-10809,-2334,1,0,0,none,-8.0,1,1.0
14433,M,180000.0,4,4,Single / not married,House / apartment,-10809,-2334,1,0,0,none,-6.0,1,1.0
19284,M,180000.0,4,4,Single / not married,House / apartment,-9380,-1713,1,1,0,none,-25.0,0,2.0
18818,M,180000.0,4,4,Single / not married,House / apartment,-9380,-1713,1,1,0,none,-16.0,0,1.0
8030,M,184500.0,2,1,Married,House / apartment,-13916,-169,0,0,0,Managers,0.0,2,1.0
26164,M,184500.0,4,4,Married,House / apartment,-12298,-1200,0,0,0,Drivers,-8.0,2,2.0
24060,M,184500.0,4,4,Married,Municipal apartment,-18013,-1215,0,0,0,Laborers,-41.0,1,2.0
22503,M,189000.0,2,4,Married,House / apartment,-15752,-2770,0,0,0,Core staff,-28.0,0,2.0
14234,M,189000.0,4,2,Married,House / apartment,-15287,-2501,0,1,0,none,-41.0,2,1.0
7883,M,189000.0,4,2,Married,House / apartment,-15287,-2501,0,1,0,none,-30.0,2,1.0
20911,M,189000.0,4,2,Married,House / apartment,-15287,-2501,0,1,0,none,-17.0,2,1.0
14669,M,193500.0,0,2,Single / not married,House / apartment,-9070,-401,0,0,0,Sales staff,-23.0,1,2.0
20335,M,193500.0,4,4,Married,House / apartment,-10439,-2250,1,0,0,Core staff,-41.0,2,1.0
14087,M,193500.0,4,4,Married,House / apartment,-10439,-2250,1,0,0,Core staff,-38.0,2,1.0
16319,M,198000.0,0,2,Single / not married,House / apartment,-9649,-140,0,0,0,Managers,-18.0,1,0.0
22775,M,198000.0,1,1,Married,House / apartment,-24662,0,0,0,0,none,-16.0,1,2.0
9381,M,198000.0,4,4,Married,House / apartment,-15427,-3307,1,1,0,Drivers,-12.0,2,2.0
5117,M,202500.0,0,1,Married,House / apartment,-15406,-1463,0,0,0,Drivers,-38.0,2,2.0
12586,M,202500.0,0,1,Married,House / apartment,-10353,-1691,0,0,0,Drivers,-40.0,2,1.0
25942,M,202500.0,0,4,Married,House / apartment,-23510,-1144,0,1,0,Security staff,-13.0,2,2.0
25715,M,202500.0,0,4,Married,House / apartment,-17585,-235,0,0,0,Drivers,-38.0,2,1.0
13203,M,202500.0,0,4,Married,House / apartment,-16184,-1003,0,0,0,Drivers,-15.0,1,1.0
5929,M,202500.0,0,4,Married,House / apartment,-15085,-4033,0,0,1,none,-49.0,1,2.0
20133,M,202500.0,0,4,Married,House / apartment,-14952,-104,0,1,0,Security staff,-5.0,1,1.0
22352,M,202500.0,0,4,Married,House / apartment,-14143,-275,0,1,0,Drivers,-59.0,1,2.0
4894,M,202500.0,0,4,Married,Rented apartment,-10482,-2654,0,0,0,none,-22.0,2,2.0
19763,M,202500.0,0,4,Separated,House / apartment,-18745,-3653,0,0,0,Cleaning staff,-41.0,1,0.0
24352,M,202500.0,0,4,Separated,House / apartment,-12440,-503,0,1,0,Core staff,-32.0,1,2.0
25905,M,202500.0,0,4,Single / not married,House / apartment,-10629,-2969,0,0,1,High skill tech staff,-50.0,2,1.0
15939,M,202500.0,0,4,Single / not married,House / apartment,-10629,-2969,0,0,1,High skill tech staff,-25.0,2,2.0
20554,M,202500.0,1,1,Married,House / apartment,-23636,0,0,0,0,none,-14.0,2,2.0
22600,M,202500.0,1,1,Married,House / apartment,-20195,0,0,0,0,none,-42.0,1,1.0
13178,M,202500.0,1,1,Married,House / apartment,-19631,0,0,0,0,none,-3.0,1,1.0
12886,M,202500.0,1,4,Civil marriage,House / apartment,-21064,0,0,0,0,none,-1.0,2,1.0
20541,M,202500.0,1,4,Married,House / apartment,-20544,0,0,0,0,none,-15.0,2,2.0
15101,M,202500.0,2,1,Married,House / apartment,-10756,-2355,0,0,0,Core staff,-39.0,1,2.0
25678,M,202500.0,2,4,Married,House / apartment,-12245,-3271,1,0,0,none,-55.0,1,2.0
14611,M,202500.0,2,4,Married,House / apartment,-12245,-3271,1,0,0,none,-32.0,1,2.0
23592,M,202500.0,4,1,Married,House / apartment,-17585,-3017,0,0,0,Drivers,-10.0,2,2.0
16343,M,202500.0,4,1,Married,House / apartment,-11838,-798,0,0,0,Managers,-54.0,2,2.0
7120,M,202500.0,4,1,Married,House / apartment,-11736,-727,0,0,0,Drivers,-38.0,1,2.0
24508,M,202500.0,4,1,Married,House / apartment,-11132,-917,0,1,0,Laborers,-48.0,2,1.0
21720,M,202500.0,4,3,Married,House / apartment,-13593,-2546,1,0,0,Laborers,-16.0,0,2.0
23626,M,202500.0,4,4,Married,House / apartment,-20481,-4084,0,0,0,Drivers,-16.0,1,2.0
15598,M,202500.0,4,4,Married,House / apartment,-19974,-230,0,1,0,Laborers,-9.0,2,2.0
22081,M,202500.0,4,4,Married,House / apartment,-19782,-2483,1,0,0,Drivers,-33.0,2,2.0
12374,M,202500.0,4,4,Married,House / apartment,-19060,-398,1,1,0,Laborers,-40.0,2,0.0
21023,M,202500.0,4,4,Married,House / apartment,-17262,-1617,0,0,0,Core staff,-16.0,2,0.0
26302,M,202500.0,4,4,Married,House / apartment,-17262,-1617,0,0,0,Core staff,-13.0,2,2.0
10505,M,202500.0,4,4,Married,House / apartment,-16958,-298,0,0,0,none,-3.0,1,0.0
21609,M,202500.0,4,4,Married,House / apartment,-16013,-4785,0,1,1,none,-24.0,2,2.0
11414,M,202500.0,4,4,Married,House / apartment,-15904,-3787,0,0,0,Laborers,-60.0,1,1.0
22268,M,202500.0,4,4,Married,House / apartment,-15904,-3787,0,0,0,Laborers,-60.0,1,2.0
14603,M,202500.0,4,4,Married,House / apartment,-15904,-3787,0,0,0,Laborers,-39.0,1,2.0
25631,M,202500.0,4,4,Married,House / apartment,-15423,-3231,1,1,0,Laborers,-21.0,2,1.0
12750,M,202500.0,4,4,Married,House / apartment,-14858,-1109,0,0,0,Laborers,-10.0,2,0.0
9849,M,202500.0,4,4,Married,House / apartment,-13426,-6753,0,0,1,Laborers,-34.0,1,2.0
20412,M,202500.0,4,4,Married,House / apartment,-13424,-4754,0,0,1,Laborers,-32.0,1,1.0
13891,M,202500.0,4,4,Married,House / apartment,-13300,-3668,0,1,0,none,-56.0,2,1.0
16510,M,202500.0,4,4,Married,House / apartment,-13300,-3668,0,1,0,none,-56.0,2,1.0
22764,M,202500.0,4,4,Married,House / apartment,-13300,-3668,0,1,0,none,-7.0,2,1.0
15826,M,202500.0,4,4,Married,House / apartment,-12992,-734,1,1,0,Drivers,-11.0,2,1.0
14939,M,202500.0,4,4,Married,House / apartment,-10218,-313,1,0,0,none,-56.0,2,2.0
10804,M,202500.0,4,4,Married,House / apartment,-10191,-2218,0,0,0,Drivers,-7.0,1,0.0
25240,M,202500.0,4,4,Married,House / apartment,-10152,-2585,1,0,0,Laborers,-5.0,0,0.0
15627,M,202500.0,4,4,Married,House / apartment,-9120,-1693,0,0,0,Laborers,-16.0,2,0.0
26025,M,202500.0,4,4,Married,Municipal apartment,-18281,-3596,0,0,0,Laborers,-58.0,0,0.0
3337,M,202500.0,4,4,Married,Municipal apartment,-17696,-412,0,0,0,Laborers,-24.0,0,1.0
25143,M,202500.0,4,4,Married,Municipal apartment,-16896,-354,0,1,0,Sales staff,-47.0,2,2.0
25577,M,202500.0,4,4,Married,With parents,-11942,-3638,0,1,0,Sales staff,0.0,1,1.0
4145,M,202500.0,4,4,Separated,House / apartment,-14364,-6352,0,0,0,Laborers,-25.0,0,2.0
24801,M,207000.0,1,1,Married,House / apartment,-24312,0,0,0,0,none,-34.0,2,0.0
17248,M,207000.0,1,1,Married,House / apartment,-24312,0,0,0,0,none,-11.0,2,1.0
17431,M,207000.0,1,1,Married,House / apartment,-24312,0,0,0,0,none,-11.0,2,1.0
24335,M,211500.0,0,4,Married,House / apartment,-13427,-5237,1,0,0,none,-43.0,2,1.0
12320,M,211500.0,0,4,Married,House / apartment,-13427,-5237,1,0,0,none,-10.0,2,2.0
8976,M,211500.0,4,4,Married,House / apartment,-10435,-2987,0,0,0,none,-46.0,2,1.0
20050,M,216000.0,0,1,Married,House / apartment,-19150,-7415,0,0,1,Managers,-20.0,1,2.0
12662,M,216000.0,0,1,Married,House / apartment,-19150,-7415,0,0,1,Managers,-18.0,1,2.0
13228,M,216000.0,0,1,Married,House / apartment,-19150,-7415,0,0,1,Managers,-18.0,1,2.0
15962,M,216000.0,0,1,Married,House / apartment,-19150,-7415,0,0,1,Managers,-18.0,1,2.0
19746,M,216000.0,0,1,Married,House / apartment,-19147,-1868,0,1,0,Laborers,-34.0,2,2.0
21760,M,216000.0,2,1,Married,House / apartment,-11121,-2565,0,0,0,High skill tech staff,-46.0,2,2.0
21850,M,216000.0,4,4,Married,House / apartment,-14740,-1040,0,1,0,Laborers,-1.0,0,0.0
23004,M,216000.0,4,4,Married,Rented apartment,-17051,-1457,0,0,0,Laborers,-57.0,2,2.0
21932,M,225000.0,0,1,Married,House / apartment,-15000,-1117,0,0,1,Managers,-47.0,2,1.0
17001,M,225000.0,0,1,Married,House / apartment,-14869,-229,0,0,1,none,-40.0,2,2.0
23963,M,225000.0,0,1,Married,With parents,-13021,-5082,1,0,0,Managers,-53.0,0,2.0
19029,M,225000.0,0,1,Single / not married,House / apartment,-15994,-2537,0,1,0,Sales staff,-51.0,2,0.0
19648,M,225000.0,0,1,Single / not married,House / apartment,-14195,-6881,0,0,0,Laborers,-13.0,1,2.0
18038,M,225000.0,0,1,Single / not married,House / apartment,-11728,-932,0,0,1,none,-45.0,2,2.0
23302,M,225000.0,0,1,Single / not married,House / apartment,-10182,-2403,0,0,0,Sales staff,-31.0,1,1.0
12897,M,225000.0,0,1,Single / not married,House / apartment,-10182,-2403,0,0,0,Sales staff,-23.0,1,2.0
18633,M,225000.0,0,1,Single / not married,House / apartment,-10182,-2403,0,0,0,Sales staff,-9.0,1,2.0
23411,M,225000.0,0,1,Single / not married,House / apartment,-9220,-1473,0,0,0,Core staff,-28.0,2,1.0
23518,M,225000.0,0,2,Married,House / apartment,-9060,-189,1,1,0,Sales staff,-42.0,0,1.0
19106,M,225000.0,0,4,Married,House / apartment,-17317,-285,0,0,0,Drivers,-16.0,2,2.0
22471,M,225000.0,0,4,Married,House / apartment,-17317,-285,0,0,0,Drivers,-10.0,2,2.0
9684,M,225000.0,0,4,Married,House / apartment,-15296,-4244,1,0,0,Drivers,-51.0,2,1.0
9645,M,225000.0,0,4,Married,House / apartment,-14636,-3850,0,0,0,none,-20.0,1,2.0
21971,M,225000.0,0,4,Married,House / apartment,-14346,-302,0,0,0,none,-52.0,1,2.0
24507,M,225000.0,0,4,Married,House / apartment,-14346,-302,0,0,0,none,-29.0,1,2.0
21119,M,225000.0,0,4,Married,House / apartment,-14346,-302,0,0,0,none,-13.0,1,2.0
21408,M,225000.0,0,4,Married,House / apartment,-13648,-4167,0,0,0,Drivers,-54.0,1,2.0
14315,M,225000.0,0,4,Married,House / apartment,-13336,-1436,0,0,0,Low-skill Laborers,-27.0,0,2.0
19379,M,225000.0,0,4,Married,House / apartment,-11294,-1077,0,0,0,Managers,-23.0,2,2.0
22481,M,225000.0,0,4,Married,House / apartment,-11294,-1077,0,0,0,Managers,-23.0,2,2.0
14302,M,225000.0,0,4,Married,House / apartment,-10577,-2653,0,0,0,none,-27.0,1,2.0
547,M,225000.0,0,4,Married,With parents,-17868,-1912,0,0,0,Drivers,-21.0,0,0.0
3001,M,225000.0,0,4,Married,With parents,-17868,-1912,0,0,0,Drivers,-21.0,0,0.0
25254,M,225000.0,0,4,Married,With parents,-17868,-1912,0,0,0,Drivers,-21.0,0,1.0
22324,M,225000.0,0,4,Separated,Rented apartment,-17755,-4338,0,0,0,Drivers,-59.0,0,2.0
24055,M,225000.0,0,4,Single / not married,House / apartment,-17473,-2631,0,0,0,Managers,-18.0,1,1.0
26121,M,225000.0,0,4,Single / not married,House / apartment,-14939,-5384,1,0,0,Laborers,-59.0,2,2.0
9614,M,225000.0,1,1,Married,House / apartment,-24166,0,0,0,0,none,-36.0,2,1.0
3209,M,225000.0,1,1,Married,House / apartment,-24166,0,0,0,0,none,-31.0,2,1.0
26036,M,225000.0,1,4,Married,House / apartment,-18443,0,0,0,0,none,-13.0,2,2.0
20276,M,225000.0,2,1,Married,Co-op apartment,-14536,-3415,0,1,0,Managers,-41.0,1,2.0
18918,M,225000.0,2,1,Married,House / apartment,-12839,-4584,0,0,0,none,-30.0,1,2.0
16057,M,225000.0,2,1,Married,House / apartment,-12763,-2255,0,1,0,Core staff,-10.0,2,2.0
26257,M,225000.0,2,1,Married,With parents,-10937,-1539,0,0,0,High skill tech staff,-49.0,1,2.0
17635,M,225000.0,2,4,Married,House / apartment,-17237,-1710,0,0,0,Managers,-46.0,2,1.0
15565,M,225000.0,2,4,Married,House / apartment,-15108,-211,1,1,0,Drivers,-52.0,0,2.0
20748,M,225000.0,2,4,Married,House / apartment,-13718,-3694,1,1,0,High skill tech staff,-18.0,2,2.0
18112,M,225000.0,2,4,Married,House / apartment,-12394,-381,0,0,0,Laborers,-50.0,1,2.0
16945,M,225000.0,2,4,Married,House / apartment,-12394,-381,0,0,0,Laborers,-18.0,1,2.0
9365,M,225000.0,2,4,Married,House / apartment,-9183,-2054,0,0,0,Drivers,-11.0,1,1.0
26152,M,225000.0,4,1,Civil marriage,House / apartment,-16768,-3088,1,0,0,Laborers,-46.0,0,2.0
16336,M,225000.0,4,1,Civil marriage,House / apartment,-16768,-3088,1,0,0,Laborers,-37.0,0,2.0
22310,M,225000.0,4,1,Civil marriage,House / apartment,-16768,-3088,1,0,0,Laborers,-11.0,0,2.0
25948,M,225000.0,4,1,Civil marriage,House / apartment,-16768,-3088,1,0,0,Laborers,-5.0,0,1.0
25019,M,225000.0,4,1,Married,House / apartment,-20891,-413,0,0,0,Security staff,-18.0,2,2.0
23341,M,225000.0,4,1,Married,House / apartment,-19431,-1843,1,1,0,none,-44.0,1,2.0
25328,M,225000.0,4,1,Married,House / apartment,-16783,-3451,0,0,0,Managers,-36.0,2,2.0
21377,M,225000.0,4,1,Married,House / apartment,-13747,-6273,0,0,0,Core staff,-42.0,0,2.0
15376,M,225000.0,4,1,Married,House / apartment,-13456,-992,0,0,0,Drivers,-46.0,2,1.0
25352,M,225000.0,4,1,Married,House / apartment,-13456,-992,0,0,0,Drivers,-25.0,2,2.0
12432,M,225000.0,4,1,Married,House / apartment,-13231,-3139,1,1,0,Sales staff,-49.0,0,2.0
16316,M,225000.0,4,1,Married,House / apartment,-12607,-2177,0,0,0,High skill tech staff,-8.0,2,0.0
10305,M,225000.0,4,1,Married,House / apartment,-10382,-1081,0,1,0,Sales staff,-13.0,1,2.0
17036,M,225000.0,4,1,Married,House / apartment,-10241,-743,0,0,0,none,-15.0,1,2.0
24851,M,225000.0,4,1,Married,Rented apartment,-15317,-1656,0,0,0,High skill tech staff,-16.0,2,2.0
20906,M,225000.0,4,1,Separated,Municipal apartment,-17205,-2055,0,1,0,Security staff,-35.0,2,1.0
5259,M,225000.0,4,1,Single / not married,House / apartment,-10166,-1774,1,0,0,none,-32.0,0,1.0
8351,M,225000.0,4,1,Single / not married,With parents,-9444,-663,1,1,0,none,-21.0,2,2.0
24876,M,225000.0,4,2,Married,House / apartment,-9908,-276,1,0,0,Drivers,-34.0,0,2.0
17411,M,225000.0,4,3,Married,Municipal apartment,-10565,-811,1,1,0,none,-32.0,1,1.0
24671,M,225000.0,4,4,Civil marriage,House / apartment,-21729,-4249,1,1,1,Laborers,-8.0,0,2.0
20957,M,225000.0,4,4,Civil marriage,House / apartment,-12311,-2461,1,1,0,Laborers,-25.0,2,2.0
14088,M,225000.0,4,4,Civil marriage,Office apartment,-20858,-3110,0,0,0,Laborers,-20.0,1,0.0
4541,M,225000.0,4,4,Married,House / apartment,-21362,-1520,0,0,0,Laborers,-57.0,1,2.0
21762,M,225000.0,4,4,Married,House / apartment,-20145,-1043,0,0,0,Laborers,-29.0,2,2.0
25432,M,225000.0,4,4,Married,House / apartment,-20145,-1043,0,0,0,Laborers,-29.0,2,2.0
21394,M,225000.0,4,4,Married,House / apartment,-19972,-6610,0,0,0,Laborers,-51.0,1,2.0
12497,M,225000.0,4,4,Married,House / apartment,-18817,-2934,1,0,0,Laborers,-3.0,1,1.0
25974,M,225000.0,4,4,Married,House / apartment,-18817,-2934,1,0,0,Laborers,-3.0,1,1.0
21325,M,225000.0,4,4,Married,House / apartment,-18684,-2423,0,0,1,Drivers,-55.0,1,1.0
2784,M,225000.0,4,4,Married,House / apartment,-18684,-2423,0,0,1,Drivers,-13.0,1,1.0
12606,M,225000.0,4,4,Married,House / apartment,-18672,-2477,1,1,0,Laborers,-51.0,1,2.0
23639,M,225000.0,4,4,Married,House / apartment,-17915,-3366,0,0,0,Drivers,-22.0,2,2.0
21404,M,225000.0,4,4,Married,House / apartment,-16778,-332,0,0,0,Core staff,-44.0,1,2.0
17777,M,225000.0,4,4,Married,House / apartment,-16221,-6903,1,1,0,Laborers,-26.0,2,2.0
22929,M,225000.0,4,4,Married,House / apartment,-15243,-7260,1,1,0,High skill tech staff,-28.0,1,0.0
11459,M,225000.0,4,4,Married,House / apartment,-15210,-4707,0,0,1,Security staff,-39.0,2,2.0
24305,M,225000.0,4,4,Married,House / apartment,-15210,-4707,0,0,1,Security staff,-39.0,2,2.0
14089,M,225000.0,4,4,Married,House / apartment,-14923,-5434,1,1,0,none,-21.0,2,0.0
14900,M,225000.0,4,4,Married,House / apartment,-14776,-2212,0,0,0,Drivers,-30.0,1,2.0
15249,M,225000.0,4,4,Married,House / apartment,-14600,-1203,0,0,0,Managers,-23.0,2,0.0
15009,M,225000.0,4,4,Married,House / apartment,-14496,-808,0,1,0,none,-41.0,2,0.0
21198,M,225000.0,4,4,Married,House / apartment,-14136,-2628,1,0,0,Managers,-7.0,1,1.0
11353,M,225000.0,4,4,Married,House / apartment,-13788,-640,1,0,0,Laborers,-27.0,1,2.0
12031,M,225000.0,4,4,Married,House / apartment,-13788,-640,1,0,0,Laborers,-27.0,1,2.0
10797,M,225000.0,4,4,Married,House / apartment,-12801,-4357,0,0,0,Laborers,-48.0,1,2.0
7846,M,225000.0,4,4,Married,House / apartment,-11598,-1976,1,0,0,none,-27.0,1,2.0
15086,M,225000.0,4,4,Married,House / apartment,-11378,-867,0,1,0,Drivers,-51.0,2,2.0
4914,M,225000.0,4,4,Married,House / apartment,-11378,-867,0,1,0,Drivers,-40.0,2,2.0
15808,M,225000.0,4,4,Married,House / apartment,-11226,-2236,0,0,0,Drivers,-35.0,2,1.0
18095,M,225000.0,4,4,Married,House / apartment,-11226,-2236,0,0,0,Drivers,-35.0,2,0.0
18882,M,225000.0,4,4,Married,House / apartment,-11226,-2236,0,0,0,Drivers,-35.0,2,1.0
16114,M,225000.0,4,4,Married,House / apartment,-11177,-4205,0,0,0,Laborers,-33.0,2,2.0
14335,M,225000.0,4,4,Married,House / apartment,-10911,-535,0,0,0,Laborers,-11.0,2,1.0
18742,M,225000.0,4,4,Married,House / apartment,-10796,-2531,1,0,0,Laborers,-27.0,2,2.0
21161,M,225000.0,4,4,Married,House / apartment,-10796,-2531,1,0,0,Laborers,-27.0,2,2.0
11377,M,225000.0,4,4,Married,House / apartment,-10502,-1878,0,0,0,Laborers,-15.0,1,1.0
21622,M,225000.0,4,4,Married,House / apartment,-10328,-1156,0,0,0,Laborers,-23.0,2,2.0
15473,M,225000.0,4,4,Married,House / apartment,-10102,-551,0,0,0,Laborers,-4.0,1,2.0
